,vehicle_id,data_installment,listing_price,data_make,data_model,data_year,data_mileage,data_transmission,doors,seat_capacity,assembled,engine_cc,peak_power,peak_torque,engine_type,fuel_type
4536,10500597,3486,268888,38,132,2022,0,0,5.0,5.0,0,1477.0,174.0,425.0,1,2
4537,10500204,2256,174000,25,33,2022,0,0,5.0,5.0,0,2191.0,190.0,450.0,1,0
4538,9924975,2980,229888,20,36,2022,0,0,5.0,11.0,1,2151.0,201.0,440.0,1,0
4539,9479033,2057,158635,25,33,2022,0,0,5.0,5.0,0,1998.0,165.0,213.0,1,3
4540,9613437,1872,144400,18,43,2022,0,0,4.0,5.0,1,2999.0,190.0,450.0,1,0
4541,9338698,1377,106200,18,43,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
4543,10495064,1108,85500,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
4544,10495149,1167,90000,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
4545,10495681,1346,103800,10,124,2022,0,1,4.0,10.0,1,2771.0,129.0,193.0,1,0
4546,9761269,3047,235000,37,117,2022,0,0,5.0,7.0,0,1984.0,220.0,350.0,1,3
4547,9795369,2449,188900,37,117,2022,0,0,5.0,7.0,0,1395.0,150.0,250.0,1,3
4548,10479330,1469,113300,31,130,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4549,10479313,581,44800,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4550,10479296,1670,128800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4551,10486626,1752,135103,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
4552,10486025,691,53300,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
4553,10472422,1727,133203,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
4554,10472387,2193,169188,30,6,2022,0,0,5.0,5.0,0,1598.0,167.0,240.0,1,3
4555,10485691,2332,179888,17,114,2022,0,0,5.0,10.0,1,2199.0,177.0,431.0,1,0
4556,9727361,1905,146938,18,43,2022,0,0,4.0,5.0,1,2999.0,190.0,450.0,1,0
4557,8250994,1901,146600,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
4558,8225074,1901,146600,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
4559,10221732,691,53300,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
4560,10221506,491,37885,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4561,10338044,1316,101480,31,130,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4563,10483866,607,46800,3,83,2022,0,1,2.0,2.0,0,1012.0,53.0,78.0,1,3
4564,10384434,1659,128000,6,115,2021,0,1,2.0,3.0,1,1498.0,102.0,140.0,1,3
4565,9825642,834,64314,29,18,2022,0,0,5.0,7.0,0,1496.0,106.0,138.0,1,3
4566,10266459,775,59800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
4567,9989392,498,38388,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4568,10446244,1172,90400,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
4569,8399953,814,62800,31,50,2021,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
4570,10446121,1080,83300,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
4571,8734483,1631,125788,33,134,2022,0,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
4572,8225078,1645,126900,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
4573,8645469,1316,101533,31,131,2022,0,0,5.0,5.0,0,1799.0,184.0,300.0,1,3
4574,8645489,1150,88710,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
4575,10430005,1109,85564,10,124,2022,0,1,5.0,3.0,0,2771.0,95.0,225.0,1,0
4576,10430084,707,54500,5,48,2022,0,1,5.0,2.0,0,1244.0,98.0,120.0,1,3
4577,10472988,1136,87600,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
4578,10472482,1727,133208,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
4579,10470609,3907,301383,21,46,2022,0,0,4.0,5.0,1,2487.0,207.0,247.0,1,3
4580,9319334,1057,81510,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
4581,10446237,1060,81800,36,126,2022,1,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
4582,10443707,1031,79500,36,139,2022,1,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
4583,10459969,2332,179888,17,114,2022,0,0,5.0,10.0,1,2199.0,177.0,431.0,1,0
4584,10459936,2332,179888,17,114,2022,0,0,5.0,10.0,1,2199.0,177.0,431.0,1,0
4585,10180950,419,32300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4586,9323661,1063,82000,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
4587,10301560,2256,174000,25,33,2022,0,0,5.0,5.0,0,2191.0,190.0,450.0,1,0
4588,10301575,2256,174000,25,33,2022,0,0,5.0,5.0,0,2191.0,190.0,450.0,1,0
4589,10462355,2366,182479,17,114,2022,0,0,5.0,10.0,1,2199.0,177.0,431.0,1,0
4590,9886492,1049,80888,28,17,2022,0,0,4.0,5.0,0,999.0,101.0,152.0,1,3
4591,10028266,497,38300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4592,10462238,1036,79888,28,97,2022,0,1,5.0,2.0,1,1598.0,109.0,152.0,1,3
4593,7769367,1189,91700,16,23,2021,0,0,5.0,7.0,0,1497.0,120.0,145.0,1,3
4594,10291909,1400,107990,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
4595,10291880,1400,107990,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
4596,10291892,1400,107990,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
4597,10291868,1400,107990,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
4598,10291820,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
4599,10291858,1400,107990,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
4600,9112913,586,45200,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
4601,10443261,1814,139900,28,98,2022,0,0,4.0,5.0,1,2488.0,190.0,450.0,1,0
4602,10451456,2364,182379,17,114,2022,0,0,5.0,10.0,1,2199.0,177.0,431.0,1,0
4603,9238229,895,69000,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
4604,10457933,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
4605,10457454,1283,98980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
4606,10457503,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
4607,10442921,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
4608,10456482,1320,101800,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
4609,8996866,1127,86964,32,85,2020,0,0,5.0,5.0,1,2488.0,170.0,226.0,1,3
4610,9769021,1605,123800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4611,9914936,1514,116800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4612,10022680,691,53300,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
4613,9941071,652,50300,31,79,2022,0,0,5.0,5.0,0,1597.0,109.0,150.0,1,3
4614,10204494,574,44300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4615,9623720,503,38800,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4616,10204294,503,38800,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4617,10205030,905,69800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
4618,10219843,1605,123800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4619,9565410,535,41300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4620,7171149,1670,128800,31,131,2020,0,0,5.0,5.0,0,1799.0,184.0,300.0,1,3
4621,10443334,1514,116800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4622,10444101,1189,91700,16,23,2022,0,0,5.0,7.0,0,1497.0,120.0,145.0,1,3
4623,10447187,1750,135000,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
4624,9303883,466,35915,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4628,10448295,2317,178700,36,61,2022,0,0,5.0,7.0,0,2393.0,150.0,400.0,1,0
4629,9896345,1801,138888,36,40,2022,0,0,4.0,5.0,1,1798.0,140.0,172.0,1,3
4630,10379011,2254,173888,25,33,2022,0,0,5.0,5.0,0,2191.0,190.0,450.0,1,0
4631,10447069,1750,135000,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
4632,10406130,1752,135103,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
4634,9899962,570,43980,29,26,2022,0,0,4.0,5.0,0,1329.0,95.0,121.0,1,3
4635,10428124,1114,85900,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
4636,10428018,810,62500,29,21,2022,0,0,5.0,5.0,0,998.0,98.0,140.0,1,3
4637,10239112,428,33000,29,15,2022,0,0,5.0,5.0,0,998.0,68.0,91.0,1,3
4638,10238759,765,59000,29,90,2022,0,0,5.0,5.0,0,1496.0,103.0,137.0,1,3
4639,10427906,814,62800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
4640,10427937,447,34500,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4641,9514920,1443,111300,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4642,10440899,1119,86300,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
4643,10223467,3059,235990,37,117,2022,0,0,5.0,7.0,0,1984.0,220.0,350.0,1,3
4644,10439792,1605,123800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4645,10439637,1436,110800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4646,10439487,905,69800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
4647,10439378,814,62800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
4648,9559342,1232,95000,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
4649,8275018,1908,147200,28,98,2021,0,0,4.0,5.0,1,2488.0,190.0,450.0,1,0
4650,10438265,3358,259000,36,73,2022,0,0,5.0,5.0,1,1987.0,173.0,203.0,1,3
4651,10438208,1909,147219,28,98,2022,0,0,4.0,5.0,1,2488.0,190.0,450.0,1,0
4652,7651692,1601,123480,31,131,2021,0,0,5.0,5.0,0,1799.0,184.0,300.0,1,3
4653,9906135,1933,149099,28,113,2022,1,0,5.0,7.0,0,1997.0,150.0,200.0,1,2
4654,9956728,1909,147219,28,98,2022,0,0,4.0,5.0,1,2488.0,190.0,450.0,1,0
4655,10427972,2308,178000,17,114,2022,0,0,5.0,7.0,1,2199.0,177.0,431.0,1,0
4656,10415855,1917,147888,28,113,2022,0,0,5.0,7.0,0,1997.0,150.0,200.0,1,2
4658,10428129,1057,81500,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
4659,7462421,486,37515,29,15,2021,1,0,5.0,5.0,0,998.0,68.0,91.0,1,3
4660,9609615,1450,111880,36,76,2022,0,0,4.0,5.0,0,2393.0,150.0,400.0,1,0
4661,10428768,2332,179888,17,114,2022,0,0,5.0,7.0,1,2199.0,177.0,431.0,1,0
4662,10429073,2256,174000,25,33,2022,0,0,5.0,5.0,0,2191.0,190.0,450.0,1,0
4663,10429031,1737,134000,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
4664,8399908,555,42800,31,79,2021,0,0,5.0,5.0,0,1597.0,109.0,150.0,1,3
4665,10428076,1108,85500,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
4666,9623427,1621,125000,18,43,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
4667,10365433,1167,90000,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
4668,10400155,2191,169000,37,68,2022,0,0,5.0,5.0,0,1395.0,150.0,250.0,1,3
4669,10284519,810,62500,29,18,2022,0,0,5.0,7.0,0,1496.0,106.0,138.0,1,3
4671,9481302,1605,123800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4673,9902767,2425,187060,16,16,2022,0,0,4.0,5.0,0,1498.0,201.0,260.0,1,3
4674,10419951,933,72000,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
4675,10263288,2256,174000,25,33,2022,0,0,5.0,5.0,0,2191.0,190.0,450.0,1,0
4676,10342351,1617,124729,25,25,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
4677,8724779,2329,179666,16,16,2022,0,0,4.0,5.0,0,1498.0,201.0,260.0,1,3
4678,10277623,621,47886,29,90,2022,0,0,5.0,5.0,0,1329.0,95.0,121.0,1,3
4679,10217682,1400,108000,36,74,2022,0,1,3.0,2.0,0,2494.0,102.0,260.0,1,0
4680,8645211,933,72000,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
4681,10068921,2969,229000,20,36,2022,0,0,5.0,7.0,0,2151.0,201.0,440.0,1,0
4682,10063549,1488,114771,31,131,2022,1,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4683,10081051,462,35657,31,111,2022,1,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4684,10073955,2930,226000,20,36,2022,0,0,5.0,11.0,1,2151.0,201.0,440.0,1,0
4685,7494299,1054,81300,27,118,2022,0,1,4.0,5.0,1,2477.0,110.0,200.0,1,0
4686,7426649,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
4687,10413815,2365,182388,30,9,2022,0,0,5.0,7.0,0,1598.0,167.0,240.0,1,3
4688,9891530,1672,129000,16,72,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
4689,9993974,1123,86600,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
4690,10410967,2423,186880,36,61,2022,0,0,5.0,7.0,0,2694.0,166.0,245.0,1,3
4691,10409615,503,38800,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4692,10410624,743,57300,31,79,2022,0,0,5.0,5.0,0,1597.0,109.0,150.0,1,3
4693,10410265,1608,124000,25,25,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
4694,10410665,1210,93300,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
4695,10409992,648,50000,31,79,2022,0,0,5.0,5.0,0,1597.0,109.0,150.0,1,3
4696,10124734,3591,276990,37,19,2022,0,0,5.0,5.0,0,1984.0,280.0,350.0,1,3
4697,10023404,2203,169900,37,68,2022,0,0,5.0,5.0,0,1395.0,150.0,250.0,1,3
4698,10335824,1788,137888,25,33,2022,0,0,5.0,5.0,0,1998.0,165.0,213.0,1,3
4699,10409501,542,41800,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4700,10402052,2191,169000,37,68,2022,0,0,5.0,5.0,0,1395.0,150.0,250.0,1,3
4701,9059180,1216,93800,18,94,2022,0,1,2.0,2.0,0,4570.0,150.0,145.0,1,0
4702,10097681,1083,83500,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
4703,10365470,1083,83500,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
4704,7860162,1645,126900,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
4705,10406125,480,37000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4706,10405982,2398,185000,30,9,2022,0,0,5.0,7.0,0,1598.0,167.0,240.0,1,3
4707,10406127,480,37000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4708,10406118,480,37000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4709,10405826,2398,185000,30,9,2022,0,0,5.0,7.0,0,1598.0,167.0,240.0,1,3
4710,10405794,2401,185188,30,9,2022,0,0,5.0,7.0,0,1598.0,167.0,240.0,1,3
4711,10406121,480,37000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4712,10406056,2193,169188,30,6,2022,0,0,5.0,5.0,0,1598.0,167.0,240.0,1,3
4713,10405924,2398,185000,30,9,2022,0,0,5.0,7.0,0,1598.0,167.0,240.0,1,3
4714,10401385,1272,98100,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
4715,10401208,620,47800,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
4716,10400816,3369,259888,20,36,2022,1,0,5.0,7.0,0,2151.0,201.0,440.0,1,0
4717,10400839,3188,245888,20,36,2022,1,0,5.0,7.0,0,2151.0,201.0,440.0,1,0
4718,10400394,620,47800,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
4719,10400435,620,47800,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
4720,10392138,1608,124000,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4721,10398573,2489,192000,32,85,2021,0,0,5.0,5.0,1,2488.0,170.0,226.0,1,3
4722,10399515,1281,98800,31,131,2022,0,0,5.0,5.0,0,1799.0,184.0,300.0,1,3
4723,10198186,1943,149888,28,113,2022,0,0,5.0,7.0,0,1997.0,150.0,200.0,1,2
4724,10198150,1088,83888,28,17,2022,0,0,4.0,5.0,0,999.0,101.0,152.0,1,3
4725,10316123,1683,129800,16,72,2022,0,0,5.0,5.0,0,1498.0,181.0,240.0,1,3
4726,9336514,652,50300,31,79,2022,0,0,5.0,5.0,0,1597.0,109.0,150.0,1,3
4727,9016202,691,53300,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
4728,9350783,756,58300,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
4729,7494300,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
4730,8994386,1535,118400,27,53,2022,0,1,2.0,2.0,0,3000.0,150.0,145.0,1,0
4731,9692787,1654,127600,28,98,2022,0,0,4.0,5.0,1,2488.0,190.0,450.0,1,0
4732,9935013,1049,80888,28,17,2022,0,0,4.0,5.0,0,999.0,101.0,152.0,1,3
4734,9481304,1670,128800,31,131,2022,0,0,5.0,5.0,0,1799.0,184.0,300.0,1,3
4735,10328683,1469,113300,31,130,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4736,10328671,1670,128800,31,131,2022,0,0,5.0,5.0,0,1799.0,184.0,300.0,1,3
4737,10328655,581,44800,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4739,10390957,1338,103200,27,118,2022,0,1,4.0,5.0,1,2442.0,181.0,430.0,1,0
4740,9733819,1672,128989,16,72,2022,0,0,5.0,5.0,0,1498.0,181.0,240.0,1,3
4741,10141193,994,76688,7,69,2022,0,0,5.0,2.0,1,1496.0,98.0,134.0,1,3
4742,10386412,1783,137500,36,74,2022,0,1,3.0,2.0,0,2494.0,102.0,260.0,1,0
4743,10386213,1420,109500,36,74,2022,0,1,3.0,2.0,0,2494.0,102.0,260.0,1,0
4744,8627043,376,29000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4745,10037129,814,62800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
4746,10356662,1236,95300,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
4747,9874431,577,44500,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
4748,10052569,419,32300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4749,10309346,1436,110800,31,131,2022,1,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4750,10263261,2013,155300,25,33,2022,0,0,5.0,5.0,0,1998.0,165.0,213.0,1,3
4751,10306573,1400,107990,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
4752,10296498,1901,146600,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
4753,10300127,1506,116200,27,118,2022,0,1,4.0,5.0,1,2442.0,181.0,430.0,1,0
4754,10379624,1901,146600,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
4755,10382493,1466,113100,16,72,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
4756,10382472,1665,128400,16,38,2022,0,0,4.0,5.0,0,1498.0,182.0,240.0,1,3
4758,10375811,1930,148900,25,32,2022,0,0,5.0,5.0,1,1998.0,165.0,213.0,1,3
4759,10376078,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
4762,9345996,446,34400,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4763,10223516,814,62800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
4764,10223609,1504,116000,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4765,8174946,583,45000,31,101,2021,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
4766,9209881,650,50100,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
4767,8254526,3591,276990,37,19,2021,1,0,5.0,5.0,0,1984.0,280.0,350.0,1,3
4768,10006117,1119,86300,31,130,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4769,10369921,607,46800,3,83,2022,0,1,2.0,2.0,0,1012.0,53.0,78.0,1,3
4770,10369250,3120,240691,21,119,2022,0,0,5.0,5.0,1,1987.0,171.0,205.0,1,3
4771,10139723,1400,108000,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
4772,10367975,555,42800,31,79,2022,0,0,5.0,5.0,0,1597.0,109.0,150.0,1,3
4773,10284412,905,69800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
4774,10363519,1672,129000,36,41,2022,0,0,5.0,5.0,0,1798.0,140.0,172.0,1,3
4775,10029081,2243,172990,37,117,2022,0,0,5.0,7.0,0,1395.0,150.0,250.0,1,3
4776,10248523,2204,169990,37,68,2022,0,0,5.0,5.0,0,1395.0,150.0,250.0,1,3
4777,9284627,574,44300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4778,9565427,620,47800,31,79,2022,0,0,5.0,5.0,0,1597.0,109.0,150.0,1,3
4779,9941304,503,38800,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4780,9564886,1167,89999,16,23,2022,0,0,5.0,7.0,0,1497.0,120.0,145.0,1,3
4781,9663027,1746,134700,16,38,2022,1,0,4.0,5.0,0,1498.0,182.0,240.0,1,3
4782,10358139,497,38300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4783,9961414,1014,78212,7,69,2021,0,1,2.0,2.0,1,1496.0,98.0,134.0,1,3
4784,10338219,1109,85564,10,124,2022,0,1,5.0,3.0,0,2771.0,95.0,225.0,1,0
4785,10338269,707,54500,5,48,2022,0,1,5.0,5.0,0,1244.0,98.0,120.0,1,3
4787,10036849,1839,141819,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
4788,10169663,1488,114800,16,72,2022,0,0,5.0,5.0,0,1498.0,181.0,240.0,1,3
4789,8792714,2852,220000,26,13,2022,0,0,4.0,5.0,0,1332.0,163.0,250.0,1,3
4790,8602979,777,59900,29,90,2022,0,0,5.0,5.0,0,1496.0,103.0,137.0,1,3
4791,10344020,1321,101888,25,25,2021,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
4792,9399811,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
4793,10349689,514,39620,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4795,9538082,1316,101532,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4796,9898124,708,54610,29,90,2022,0,0,5.0,5.0,0,1496.0,103.0,137.0,1,3
4797,10348432,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
4798,10343773,1582,122000,25,25,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
4799,9340774,1773,136788,33,134,2021,0,0,5.0,5.0,0,1995.0,155.0,196.0,1,3
4801,10230515,1281,98800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4802,8716356,1992,153679,25,33,2022,0,0,5.0,5.0,0,1998.0,165.0,213.0,1,3
4803,9338056,1699,131036,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
4804,9771412,1281,98800,31,131,2022,1,0,5.0,5.0,0,1799.0,184.0,300.0,1,3
4805,9763267,446,34385,31,111,2022,1,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4806,9763245,451,34800,31,111,2022,1,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4807,8776551,1027,79200,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
4808,8228988,1478,114000,16,72,2021,0,0,5.0,5.0,0,1799.0,143.0,172.0,1,3
4809,10250401,1750,135000,10,124,2022,0,1,4.0,14.0,0,2776.0,131.0,280.0,1,0
4810,10221660,905,69800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
4812,10333418,607,46800,3,83,2022,0,1,2.0,2.0,0,1012.0,53.0,78.0,1,3
4813,10068762,2138,164888,30,6,2022,0,0,5.0,5.0,0,1598.0,167.0,240.0,1,3
4814,10249224,451,34800,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4815,8603067,555,42800,31,79,2022,0,0,5.0,5.0,0,1332.0,95.0,120.0,1,3
4816,9929013,1475,113800,16,72,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
4817,9532596,1217,93900,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4818,9539987,1027,79200,31,130,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
4819,8302824,2073,159888,17,70,2021,0,0,5.0,11.0,1,2497.0,170.0,441.0,1,0
4820,10323184,751,57900,3,28,2022,0,1,2.0,2.0,0,1499.0,101.0,136.0,1,3
4822,9775714,1854,143000,28,113,2022,0,0,5.0,7.0,0,1997.0,150.0,200.0,1,2
4823,10307305,2720,209800,25,34,2022,0,0,5.0,6.0,0,2191.0,190.0,450.0,1,0
4824,10278309,621,47886,29,90,2022,0,0,5.0,5.0,0,1329.0,95.0,121.0,1,3
4825,10316874,497,38300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
4826,10316484,1060,81800,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
4827,10316526,1060,81800,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
4829,10305890,1071,82600,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
